ID	Type	SMG9	DDX49	NR2C2AP	BSG	OIT3	TPM2	nomoscore
GSM1523329	Normal	0.472168059131382	0.395460914583371	0.680516534298432	0.724112605438762	6.40096619940134	0.0549209408768219	-28.8918015799703
GSM1523330	Normal	0.328930679434298	0.349348249980737	0.390713986577679	0.13470622914927	5.14603932428933	0.166498568230649	-53.9177198792299
GSM1523331	Normal	0.306077638288815	0.515491930816123	0.468344147089528	0.448655337991527	5.00235917058405	0.582293578048056	-7.99533240552315
GSM1523332	Normal	0.121309854658808	0.444272286522499	0.0433819873473826	0	5.08879169181969	0.617211843490637	-43.0759927562859
GSM1523333	Normal	0.324273757782798	0.422776031859102	0.294791357192293	1.0922717229157	5.49013329795911	0.0971414774918591	-9.1411447816205
GSM1523334	Normal	0.368744693378193	0.496058486078534	0.715008727832642	0.240727581550159	5.1401069146854	0.1343259004667	-39.9613758510103
GSM1523335	Normal	0.40526375867567	0.127984845234013	0	0.463116870332302	5.19255061835893	0.444608939621241	-32.2846251565022
GSM1523336	Normal	0.314594825039807	0.466024679544492	0.583511906543949	0.480393353943009	5.85290265228605	0.613082989050467	-10.0436401096636
GSM1523337	Normal	0.38187883014299	0.337973507637329	0.370694241058429	0.395973884827733	5.8178739305907	0.476526534398098	-27.2885848913792
GSM1523338	Normal	0.50462803032415	0.320061121510356	0.422472423490788	0.938332861982518	6.09547655536987	0.142784668429423	-16.0459186971865
GSM1523339	Tumor	0.287603450256846	0.814777787847859	0.868557356670128	2.05864124718703	0.658834138274544	0.853003125056451	137.208992993771
GSM1523340	Tumor	0.49429341220795	0.239312920339863	0.892836856550955	1.40526892252203	0.999824329744904	1.65090582132401	132.987000679931
GSM1523341	Tumor	0.323689110986463	0.41820084929948	0.719157847986311	1.63584263010842	0.811467676075313	0.550024377466402	84.4011326213396
GSM1523342	Tumor	0.494656369388932	0.957018548154267	1.53795235442879	2.20310428620225	1.31585257596184	0.684989440068408	149.916586367117
GSM1523343	Tumor	0.271030237339309	0.775107032259173	0.924444117481113	2.08388104414312	1.38128676213334	0.318922091101541	103.378445094314
GSM1523344	Tumor	0.3219158949847	0.732166482966352	1.19937359676555	2.11973513679623	0.119062068486995	0.898374629475352	150.441029453885
GSM1523345	Tumor	0.502368851116911	0.645110245945943	0.910316369208308	2.20703132901703	1.00177352059307	0.738533371635428	136.829268084328
GSM1523346	Tumor	0.317829850006566	0.321172759933854	0.642146248571635	1.45857831059102	1.57826523798875	0.420484752623149	58.3822447723112
GSM1523347	Tumor	0.48713296057575	0.565455591937896	1.26118808028234	2.66078773100601	0.626350189435651	1.05638687584444	184.009874756269
GSM1523348	Tumor	0.25669221839876	0.512050599342301	1.17276322135925	0.929428634445021	2.34394952529733	0.662845573164239	50.751345627218
GSM1523349	Tumor	0.168580539377115	1.10560201266435	1.31813493636945	0.843965924592874	0.8379922879553	0.91182892300947	87.6612690142874
GSM1523350	Tumor	0.641982488283264	1.45172343967006	1.11003940922537	1.18784675681839	0.377594265225878	0.720723111616143	115.100779527448
GSM1523351	Tumor	0.522241586267544	0.55287530891666	0.842486301613006	2.1392283235791	1.64119555908058	0.50882517570858	112.809483316111
GSM1523352	Tumor	0.648672077355496	0.601497468238231	1.41720470339282	2.33489553529948	0.224272816807339	0.0994819379952849	123.819153384185
GSM1523353	Tumor	0.574223174173225	0.381264752752321	0.978014808384694	1.73885254177592	0.761069980720942	0.381448319619992	89.3463049460475
GSM1523354	Tumor	0.2486473464511	0.41240561710848	0.37126683563931	1.8998237566544	3.36125505393669	0.924611058210551	93.6044323304684
GSM1523355	Tumor	0.461590625076968	0.454483509321936	0.843827636886441	1.33218530100953	2.22132350366422	1.03361101218356	90.9358770122067
GSM1523356	Tumor	0.774360794485077	0.314527876715777	0.903821478620126	2.54743420274819	0.351407198594648	0.499274490263605	142.748378852503
GSM1523357	Tumor	0.347468723824395	0.994348058614523	0.752620085364735	1.16694192920642	0.522676965755796	0.586948662666858	80.8394700069687
GSM1523358	Tumor	0.322320357440218	0.86904489471186	0.990442095467374	1.95683672772067	0.868728502309751	0.622236619975271	121.800512570774
GSM1523359	Tumor	0.376686132580127	0.525593455246917	0.928121814090363	0.378241035215408	0.168905143478506	0.880061185190911	48.1380724385764
GSM1523360	Tumor	0.588317382850787	0.528505549825326	0.672024080105132	2.09010163239779	0.865183730648554	0.965623165683725	138.956251400546
GSM1523361	Tumor	0.38344113159717	1.27814938231962	1.37829221440456	1.12584153224907	0.197549109596952	0.334192173739025	85.642423393623
GSM1523362	Tumor	0.412866281005	0.717849369292947	1.12659226355161	0.557481179988299	1.8416620530225	1.45624208603062	86.7774304336988
GSM1523363	Tumor	0.703726435856437	1.16960733630782	1.12678728539279	1.53160105851998	0.545023458207545	0	86.0480174336024
GSM1523364	Tumor	0.274232670171769	0.425803939133091	0.794531342364834	1.49946702200819	1.0294577724499	0.445496210398684	70.2238883994116
GSM1523365	Tumor	0.371654324195351	0.997233073527269	1.2365024474065	1.0982482088191	0.433045683673996	0.747624931129175	94.962383589832
GSM1523366	Tumor	0.565817403551105	0.470854509446055	1.04545146651825	1.64642768827966	0.258911061697439	0.0294749992101426	72.0129805324795
GSM1523367	Tumor	0.728181329276953	0.93886589899367	1.13946057912144	0.399393459710122	0.712387891450739	0.748396770243665	60.5589300030852
GSM1523368	Tumor	0.52267607217939	0.750831353424154	1.2478993339558	1.28491129916678	1.76956057330558	0.615224226672664	84.5620659794513
GSM1523369	Tumor	0.310783073556055	0.455419898880129	1.14455281838739	1.81425939087371	0	0.622236619975271	111.077712962589
GSM1523370	Tumor	0.368744693378193	0.55930863691128	0.810222919356402	2.02300475155441	0.208251766624254	0.0248480586472413	86.5449129225883
GSM1523371	Tumor	0.318278850465783	0.157287147286463	0.795700447489885	0.875183655797743	1.69676410706842	1.65384813890728	92.5724673564751
GSM1523372	Tumor	0.420999783331129	0.334338122651036	1.3498202252436	1.42026521941736	1.74352018036575	0.0203235169855844	46.8969152818111
GSM1523373	Tumor	0.323323518050612	0.815644846018389	1.00981025648823	1.70848558768665	1.17036915386368	0.0604230634936318	74.3868747912735
GSM1523374	Tumor	0.420266416746363	0.586558280259237	0.597865144782842	1.78493934477815	1.56446521004957	0.456968445147197	86.6518316530234
