ID	SMG9	DDX49	NR2C2AP	BSG	OIT3	TPM2	nomoscore	Type
TCGA-ZP-A9CZ-01A-11R-A38B-07	0.908639305	1.743891244	1.597629304	1.277228599	1.834938865	2.447348735	9.457716986	Tumor
TCGA-2Y-A9H0-01A-11R-A38B-07	1.099661067	2.100081178	1.698906204	1.924496645	1.550787838	0.986920715	10.91094924	Tumor
TCGA-DD-AACI-01A-11R-A41C-07	1.451719461	1.517062594	1.75795962	1.231585275	0.164077143	4.187431941	16.32453029	Tumor
TCGA-XR-A8TG-01A-11R-A36F-07	0.467550783	1.664266311	0.984249838	1.412420788	1.882256653	2.248348832	8.823679946	Tumor
TCGA-2Y-A9GX-01A-11R-A38B-07	0.653699064	0.909442787	0.7379273	1.353182547	3.517345906	2.725706351	5.508857859	Tumor
TCGA-ED-A7PZ-01A-11R-A33R-07	1.913302216	1.625135958	1.41468511	2.105435425	1.385220395	2.696360101	14.85527871	Tumor
TCGA-DD-A3A7-01A-11R-A22L-07	2.14177849	3.051056735	2.290433191	3.747866739	0.561662536	3.585521267	25.15546457	Tumor
TCGA-G3-AAV4-01A-11R-A38B-07	0.587802904	1.337469106	1.55403418	2.687669266	2.679097868	1.510985076	12.06228524	Tumor
TCGA-WJ-A86L-01A-12R-A39D-07	0.989859097	2.02640838	1.076101256	2.116545375	2.52034028	1.272499548	9.085607703	Tumor
TCGA-ED-A82E-01A-11R-A352-07	1.472955433	1.60850612	2.26049528	2.838484229	0.093394101	2.728098997	21.74567048	Tumor
TCGA-G3-A25V-01A-11R-A16W-07	0.940510391	1.290525014	0.73375875	1.983760468	3.126190155	2.579037366	8.864536361	Tumor
TCGA-DD-A4NQ-01A-21R-A28V-07	1.262108967	0.839627836	0.354823202	2.313085595	1.682512723	2.1877031	13.34184533	Tumor
TCGA-G3-A3CJ-01A-11R-A213-07	1.028942637	1.575102768	1.35638082	0.626629757	1.449576892	2.257713797	7.340466238	Tumor
TCGA-ES-A2HS-01A-11R-A180-07	1.968840006	2.256699769	1.689164751	0.903274807	1.848275236	3.494990796	9.674059402	Tumor
TCGA-2V-A95S-01A-11R-A37K-07	1.442122902	1.705231577	1.76573452	3.010047093	1.352494021	2.760396169	18.85463476	Tumor
TCGA-ES-A2HT-01A-12R-A180-07	1.012040789	1.825545442	1.094253845	1.637375284	1.824909834	2.504556311	10.58844275	Tumor
TCGA-FV-A495-01A-11R-A266-07	1.373047006	2.34482492	1.575426089	1.509830266	2.031317606	3.793464544	11.66830633	Tumor
TCGA-DD-A1EA-01A-11R-A131-07	0.152655548	0.992930175	0.644572349	1.097643204	2.503006382	0.266350959	3.172225497	Tumor
TCGA-BC-A10Z-01A-11R-A131-07	0.668665946	1.597552842	1.150983952	2.371987168	1.305262236	0.590533058	12.36114075	Tumor
TCGA-BC-A10W-01A-11R-A131-07	0.727520005	0.360085779	0.510096504	0.24507644	1.655971046	2.122764595	4.741852643	Tumor
TCGA-BC-A10R-01A-11R-A131-07	1.266400733	1.44539639	1.362967032	2.809799549	1.191808409	3.013145354	18.39824852	Tumor
TCGA-DD-A11D-01A-11R-A131-07	0.622063408	1.446737801	1.076460013	2.791001046	2.461528799	1.556330875	12.57537452	Tumor
TCGA-BC-A10Y-01A-11R-A131-07	0.335205567	2.314970973	1.618783871	2.06292953	2.217119594	2.093409703	10.70073409	Tumor
TCGA-DD-A113-01A-11R-A131-07	0.890761133	2.125800501	2.412378138	0.591700386	2.092549172	2.268154581	6.273103009	Tumor
TCGA-DD-A1EE-01A-11R-A131-07	0.587176685	1.040250217	1.174104026	1.460059843	2.035330613	0.777045353	7.284581265	Tumor
TCGA-DD-A1EF-01A-11R-A131-07	1.105763355	2.003888824	1.459491907	2.385008884	3.664801358	1.171336469	7.728781932	Tumor
TCGA-BC-A110-01A-11R-A131-07	0.701597719	1.134140558	0.65967085	1.030487373	5.0984198	4.278707434	2.184115532	Tumor
TCGA-DD-A114-01A-11R-A131-07	1.595756938	2.085209442	1.499076591	3.379810681	1.612445461	2.853572442	19.50100443	Tumor
TCGA-CC-5258-01A-01R-A131-07	0.784103963	1.411596373	0.992527037	1.153247132	3.16349578	3.043111305	5.999927183	Tumor
TCGA-BC-A10S-01A-22R-A131-07	0.918977278	1.472545253	1.760225077	1.395983545	1.994251105	2.657758172	10.17571224	Tumor
TCGA-CC-5264-01A-01R-A131-07	1.213153535	1.902689527	1.414281135	2.773231052	3.135668812	0.892206091	10.36141612	Tumor
TCGA-3K-AAZ8-01A-12R-A39D-07	0.808768197	1.785810182	1.799484692	1.87589837	1.562500808	0.809436752	10.55205074	Tumor
TCGA-G3-AAV0-01A-11R-A37K-07	1.184723238	2.538651998	1.865127658	2.487315398	2.92671579	2.510233801	11.9142669	Tumor
TCGA-5R-AA1C-01A-11R-A41C-07	0.639932316	1.360465617	1.706636935	1.267772179	2.438292511	1.09780227	6.290436603	Tumor
TCGA-NI-A8LF-01A-11R-A36F-07	0.64479168	1.819526799	1.169399706	0.447347246	3.013688644	3.024775227	3.229206898	Tumor
TCGA-RC-A7SB-01A-21R-A352-07	0.39043755	2.27616115	1.262602383	1.834465791	1.809565489	2.092530351	10.44102397	Tumor
TCGA-ZS-A9CG-01A-11R-A37K-07	0.813651379	1.317252333	1.315013446	1.739390402	2.356040302	2.265181356	9.79044938	Tumor
TCGA-FV-A3R3-01A-11R-A22L-07	0.60849935	1.332216736	0.203792491	2.16646522	3.415961149	2.490015414	8.058773733	Tumor
TCGA-DD-A73D-01A-12R-A32O-07	0.810907223	1.60128586	1.696810794	0.391932035	2.282939378	0.481186518	2.104096073	Tumor
TCGA-DD-AACZ-01A-11R-A41C-07	1.267750975	1.427714324	1.498707149	1.435938782	1.59426953	4.762424183	14.13668525	Tumor
TCGA-2Y-A9GT-01A-11R-A38B-07	0.59480366	1.371024373	0.62250241	1.307970737	3.013195318	2.624253004	6.001455567	Tumor
TCGA-2Y-A9GV-01A-11R-A38B-07	0.4463423	1.166597157	0.345264591	0.898391035	3.121346459	1.969747073	2.887639967	Tumor
TCGA-2Y-A9GW-01A-11R-A38B-07	1.061545251	1.63972296	1.6810453	2.397848415	2.154913805	2.647414336	13.8890527	Tumor
TCGA-BC-A3KF-01A-11R-A213-07	0.991790618	1.838924014	1.040510638	2.96790979	3.344986382	1.28046245	10.72852223	Tumor
TCGA-DD-AADS-01A-11R-A41C-07	1.305142795	1.927322135	1.383351509	0.68477406	0.952354907	2.409938041	8.993274207	Tumor
TCGA-RC-A6M3-01A-11R-A32O-07	1.61365397	1.674349842	2.208574696	3.803894907	0.466198221	4.612308033	27.42689879	Tumor
TCGA-2Y-A9GS-01A-12R-A38B-07	0.721460019	1.50623083	1.645083044	0.900871999	1.067430256	2.08067635	9.340946174	Tumor
TCGA-K7-A6G5-01A-11R-A311-07	0.909283204	1.575102768	1.153427702	2.25070214	2.646727898	1.735628096	10.25802467	Tumor
TCGA-ED-A7PX-01A-51R-A352-07	1.756326855	2.166837676	2.374423372	2.712538508	0.36796377	4.489262132	22.87040677	Tumor
TCGA-DD-A1EH-01A-11R-A131-07	0.459473435	1.340321048	1.418617838	2.105435425	2.57147835	1.59892044	9.785194523	Tumor
TCGA-DD-A11A-01A-11R-A131-07	0.566951518	1.559967023	0.963130105	1.056892913	2.795458863	1.142118852	3.690343422	Tumor
TCGA-CC-5263-01A-01R-A131-07	0.440015701	2.365788523	1.464283068	2.856999055	1.401941457	0.921520237	14.33966056	Tumor
TCGA-CC-A1HT-01A-11R-A131-07	0.865832172	1.333390914	1.541689339	1.586308288	0.076602801	5.150408137	18.88332939	Tumor
TCGA-EP-A12J-01A-11R-A131-07	0.453946029	0.997959912	1.176267486	1.871182217	2.731329388	0.791225556	7.273598845	Tumor
TCGA-CC-A123-01A-11R-A131-07	1.864267075	2.476081442	2.079791895	1.551161784	0.631686397	3.193480267	15.17823211	Tumor
TCGA-BC-A10T-01A-11R-A131-07	0.269943604	1.856777128	1.306277634	0.896122076	2.893034953	2.927680294	5.17813433	Tumor
TCGA-DD-A119-01A-11R-A131-07	1.002940227	1.858326572	1.157040442	0.996475417	0.848479453	3.725507841	11.97545227	Tumor
TCGA-BC-A10U-01A-11R-A131-07	0.735243428	1.371614556	1.362967032	2.352409281	1.983610482	1.25422718	11.88961394	Tumor
TCGA-DD-A1EI-01A-11R-A131-07	1.217449471	3.43152912	3.565953474	0.925007447	3.30580329	2.684695081	5.829061817	Tumor
TCGA-DD-A1EB-01A-11R-A131-07	0.487072527	1.473670137	0.60398938	1.392380912	3.290018741	1.137197952	3.52876705	Tumor
TCGA-DD-A115-01A-11R-A131-07	0.660406587	2.111645111	1.309223163	0.374474184	2.301604773	2.114347121	3.419395071	Tumor
TCGA-CC-5262-01A-01R-A131-07	1.274990962	2.052983194	1.457044968	2.052276647	1.711422835	3.578273516	14.44153115	Tumor
TCGA-BC-A112-01A-11R-A131-07	1.815062039	2.103652074	1.904901989	2.155059347	0.809714173	3.186326487	17.28762431	Tumor
TCGA-DD-A116-01A-11R-A131-07	1.294821102	1.720563906	1.618383375	0.80494648	1.971361773	2.386914285	7.313212806	Tumor
TCGA-DD-A11C-01A-11R-A131-07	0.440663052	1.411003779	1.139474623	0.626629757	2.739480533	2.873565992	4.542795609	Tumor
TCGA-DD-A118-01A-11R-A131-07	1.19850759	2.441578369	1.758389034	1.52849096	2.91855493	2.05150237	7.240271278	Tumor
TCGA-BC-4073-01B-02R-A131-07	0.559642371	1.107159025	0.653529398	2.747125111	0.116676841	1.386767121	17.66263771	Tumor
TCGA-2Y-A9H5-01A-11R-A38B-07	0.814277974	1.075827644	1.293733628	2.501744817	2.938521517	2.394241444	11.86189593	Tumor
TCGA-RC-A6M6-01A-11R-A32O-07	0.378106887	2.607399621	2.450124304	1.830066406	1.518865978	7.052917825	18.8073972	Tumor
TCGA-DD-AAD2-01A-11R-A41C-07	0.653997559	1.454139664	0.987692264	1.909897661	1.953401063	3.378581079	12.50201775	Tumor
TCGA-ED-A8O6-01A-11R-A36F-07	0.811823154	1.462852534	1.603020429	1.924496645	2.309802732	2.921270173	11.76754309	Tumor
TCGA-DD-AAE4-01A-11R-A41C-07	1.065713664	1.90663955	1.674475298	0.659728046	1.687083998	3.3018826	8.448801022	Tumor
TCGA-DD-A73B-01A-12R-A32O-07	1.014864637	2.006329373	1.48652224	1.988670026	3.189398019	0.811699256	6.715763254	Tumor
TCGA-DD-A3A6-01A-11R-A22L-07	2.183778109	2.387877652	1.159583625	6.145792169	0.099560538	7.425025309	40.85176279	Tumor
TCGA-DD-AACK-01A-11R-A41C-07	0.612236979	1.681256582	1.319166302	2.171833469	2.496461217	1.540435937	9.961079955	Tumor
TCGA-G3-A3CG-01A-11R-A213-07	0.496549568	1.412720474	0.934449523	1.793434424	1.698813174	1.885771357	10.50213988	Tumor
TCGA-ED-A459-01A-11R-A266-07	0.781592677	2.108889397	1.633872353	1.295753727	2.439719472	1.627525991	6.692907538	Tumor
TCGA-DD-AAEB-01A-11R-A41C-07	1.292484909	1.590810326	1.718706174	1.078699705	2.112643309	4.285273987	10.85401945	Tumor
TCGA-KR-A7K8-01A-11R-A33J-07	0.934521421	1.437499498	1.279341549	2.238013154	1.667630124	4.132782608	16.0640632	Tumor
TCGA-RC-A7SF-01A-11R-A352-07	0.786789723	1.670996761	1.651942064	3.204559996	2.806691669	2.402197441	15.1444986	Tumor
TCGA-G3-A7M5-01A-11R-A33R-07	1.151270319	1.928121303	2.07467897	0.628767555	1.729591723	2.373090364	7.394386239	Tumor
TCGA-DD-AAE9-01A-11R-A41C-07	0.791396712	1.629707673	1.998667903	2.466096688	2.783075726	2.44462916	12.52334619	Tumor
TCGA-ZP-A9D4-01A-11R-A37K-07	0.634784769	1.560634395	1.24292703	0.900871999	2.364035618	0.772896063	3.911313035	Tumor
TCGA-K7-AAU7-01A-11R-A38B-07	1.273666774	0.892246146	1.542099735	3.042337937	1.115530499	3.468056222	20.68260095	Tumor
TCGA-GJ-A3OU-01A-31R-A38B-07	1.199815953	1.090191558	1.417440872	2.622050162	2.036610145	3.369639268	16.23776822	Tumor
